GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),year
0500000US06037,"Los Angeles County, California",119875,2022
1400000US06037501700,Census Tract 5017; Los Angeles County; California,148175,2022
1400000US06037501802,Census Tract 5018.02; Los Angeles County; California,113159,2022
1400000US06037501803,Census Tract 5018.03; Los Angeles County; California,73818,2022
1400000US06037501804,Census Tract 5018.04; Los Angeles County; California,85268,2022
1400000US06037501900,Census Tract 5019; Los Angeles County; California,124358,2022
1400000US06037502003,Census Tract 5020.03; Los Angeles County; California,82749,2022
1400000US06037502004,Census Tract 5020.04; Los Angeles County; California,94516,2022
1400000US06037502005,Census Tract 5020.05; Los Angeles County; California,98497,2022
1400000US06037502100,Census Tract 5021; Los Angeles County; California,116736,2022
1400000US06037502200,Census Tract 5022; Los Angeles County; California,112835,2022
1400000US06037502303,Census Tract 5023.03; Los Angeles County; California,80918,2022
1400000US06037502401,Census Tract 5024.01; Los Angeles County; California,93325,2022
1400000US06037502402,Census Tract 5024.02; Los Angeles County; California,103801,2022
1400000US06037502500,Census Tract 5025; Los Angeles County; California,109537,2022
1400000US06037502602,Census Tract 5026.02; Los Angeles County; California,90629,2022
1400000US06037502603,Census Tract 5026.03; Los Angeles County; California,125285,2022
1400000US06037502604,Census Tract 5026.04; Los Angeles County; California,171225,2022
1400000US06037502700,Census Tract 5027; Los Angeles County; California,103527,2022
1400000US06037502801,Census Tract 5028.01; Los Angeles County; California,123168,2022
1400000US06037502901,Census Tract 5029.01; Los Angeles County; California,117329,2022
1400000US06037503000,Census Tract 5030; Los Angeles County; California,93454,2022
1400000US06037503103,Census Tract 5031.03; Los Angeles County; California,124185,2022
1400000US06037503104,Census Tract 5031.04; Los Angeles County; California,86889,2022
1400000US06037503105,Census Tract 5031.05; Los Angeles County; California,121579,2022
1400000US06037503106,Census Tract 5031.06; Los Angeles County; California,117029,2022
1400000US06037503201,Census Tract 5032.01; Los Angeles County; California,117380,2022
1400000US06037503202,Census Tract 5032.02; Los Angeles County; California,126769,2022
1400000US06037503301,Census Tract 5033.01; Los Angeles County; California,158409,2022
1400000US06037503302,Census Tract 5033.02; Los Angeles County; California,97734,2022
1400000US06037503401,Census Tract 5034.01; Los Angeles County; California,113365,2022
1400000US06037503402,Census Tract 5034.02; Los Angeles County; California,149527,2022
1400000US06037503501,Census Tract 5035.01; Los Angeles County; California,127672,2022
1400000US06037503502,Census Tract 5035.02; Los Angeles County; California,119853,2022
1400000US06037503601,Census Tract 5036.01; Los Angeles County; California,138145,2022
1400000US06037503602,Census Tract 5036.02; Los Angeles County; California,166448,2022
1400000US06037503701,Census Tract 5037.01; Los Angeles County; California,101663,2022
1400000US06037503702,Census Tract 5037.02; Los Angeles County; California,119842,2022
1400000US06037503704,Census Tract 5037.04; Los Angeles County; California,139318,2022
1400000US06037503705,Census Tract 5037.05; Los Angeles County; California,156077,2022
1400000US06037503801,Census Tract 5038.01; Los Angeles County; California,102463,2022
1400000US06037503802,Census Tract 5038.02; Los Angeles County; California,110430,2022
1400000US06037503901,Census Tract 5039.01; Los Angeles County; California,119877,2022
1400000US06037503902,Census Tract 5039.02; Los Angeles County; California,131288,2022
1400000US06037504001,Census Tract 5040.01; Los Angeles County; California,108774,2022
1400000US06037504002,Census Tract 5040.02; Los Angeles County; California,135137,2022
1400000US06037504101,Census Tract 5041.01; Los Angeles County; California,95835,2022
1400000US06037504200,Census Tract 5042; Los Angeles County; California,97161,2022
1400000US06037530005,Census Tract 5300.05; Los Angeles County; California,128280,2022
1400000US06037530006,Census Tract 5300.06; Los Angeles County; California,98306,2022
1400000US06037530007,Census Tract 5300.07; Los Angeles County; California,106164,2022
1400000US06037530101,Census Tract 5301.01; Los Angeles County; California,75743,2022
1400000US06037530102,Census Tract 5301.02; Los Angeles County; California,84182,2022
1400000US06037530202,Census Tract 5302.02; Los Angeles County; California,123069,2022
1400000US06037530203,Census Tract 5302.03; Los Angeles County; California,64350,2022
1400000US06037530204,Census Tract 5302.04; Los Angeles County; California,81171,2022
1400000US06037530301,Census Tract 5303.01; Los Angeles County; California,63910,2022
1400000US06037530302,Census Tract 5303.02; Los Angeles County; California,79677,2022
1400000US06037530400,Census Tract 5304; Los Angeles County; California,90496,2022
1400000US06037530500,Census Tract 5305; Los Angeles County; California,68063,2022
1400000US06037530603,Census Tract 5306.03; Los Angeles County; California,99030,2022
1400000US06037530700,Census Tract 5307; Los Angeles County; California,89451,2022
1400000US06037530801,Census Tract 5308.01; Los Angeles County; California,102694,2022
1400000US06037530802,Census Tract 5308.02; Los Angeles County; California,82549,2022
1400000US06037530901,Census Tract 5309.01; Los Angeles County; California,89041,2022
1400000US06037530902,Census Tract 5309.02; Los Angeles County; California,71213,2022
1400000US06037531000,Census Tract 5310; Los Angeles County; California,89005,2022
1400000US06037531101,Census Tract 5311.01; Los Angeles County; California,72388,2022
1400000US06037531102,Census Tract 5311.02; Los Angeles County; California,72126,2022
1400000US06037531201,Census Tract 5312.01; Los Angeles County; California,66884,2022
1400000US06037531202,Census Tract 5312.02; Los Angeles County; California,66765,2022
1400000US06037531301,Census Tract 5313.01; Los Angeles County; California,64521,2022
1400000US06037531302,Census Tract 5313.02; Los Angeles County; California,65694,2022
1400000US06037531502,Census Tract 5315.02; Los Angeles County; California,62049,2022
1400000US06037531503,Census Tract 5315.03; Los Angeles County; California,73189,2022
1400000US06037531504,Census Tract 5315.04; Los Angeles County; California,84644,2022
1400000US06037531602,Census Tract 5316.02; Los Angeles County; California,74287,2022
1400000US06037531603,Census Tract 5316.03; Los Angeles County; California,80456,2022
1400000US06037531604,Census Tract 5316.04; Los Angeles County; California,57478,2022
1400000US06037531701,Census Tract 5317.01; Los Angeles County; California,90630,2022
1400000US06037531702,Census Tract 5317.02; Los Angeles County; California,74251,2022
1400000US06037531800,Census Tract 5318; Los Angeles County; California,92932,2022
1400000US06037531901,Census Tract 5319.01; Los Angeles County; California,70453,2022
1400000US06037531902,Census Tract 5319.02; Los Angeles County; California,89223,2022
1400000US06037532001,Census Tract 5320.01; Los Angeles County; California,85485,2022
1400000US06037532002,Census Tract 5320.02; Los Angeles County; California,81857,2022
1400000US06037532101,Census Tract 5321.01; Los Angeles County; California,71907,2022
1400000US06037532102,Census Tract 5321.02; Los Angeles County; California,112376,2022
1400000US06037532200,Census Tract 5322; Los Angeles County; California,90401,2022
1400000US06037532302,Census Tract 5323.02; Los Angeles County; California,82573,2022
1400000US06037532303,Census Tract 5323.03; Los Angeles County; California,78500,2022
1400000US06037532304,Census Tract 5323.04; Los Angeles County; California,102276,2022
1400000US06037532500,Census Tract 5325; Los Angeles County; California,73808,2022
1400000US06037532605,Census Tract 5326.05; Los Angeles County; California,67681,2022
1400000US06037532606,Census Tract 5326.06; Los Angeles County; California,56067,2022
1400000US06037532607,Census Tract 5326.07; Los Angeles County; California,64961,2022
1400000US06037532700,Census Tract 5327; Los Angeles County; California,63843,2022
1400000US06037532800,Census Tract 5328; Los Angeles County; California,58411,2022
1400000US06037532900,Census Tract 5329; Los Angeles County; California,56126,2022
1400000US06037533001,Census Tract 5330.01; Los Angeles County; California,61632,2022
1400000US06037533002,Census Tract 5330.02; Los Angeles County; California,65713,2022
1400000US06037533103,Census Tract 5331.03; Los Angeles County; California,68197,2022
1400000US06037533104,Census Tract 5331.04; Los Angeles County; California,60338,2022
1400000US06037533105,Census Tract 5331.05; Los Angeles County; California,68717,2022
1400000US06037533108,Census Tract 5331.08; Los Angeles County; California,59571,2022
1400000US06037533201,Census Tract 5332.01; Los Angeles County; California,72874,2022
1400000US06037533204,Census Tract 5332.04; Los Angeles County; California,70677,2022
1400000US06037533300,Census Tract 5333; Los Angeles County; California,65144,2022
1400000US06037533401,Census Tract 5334.01; Los Angeles County; California,72560,2022
1400000US06037533402,Census Tract 5334.02; Los Angeles County; California,86446,2022
1400000US06037533403,Census Tract 5334.03; Los Angeles County; California,65803,2022
1400000US06037533501,Census Tract 5335.01; Los Angeles County; California,75863,2022
1400000US06037533504,Census Tract 5335.04; Los Angeles County; California,71140,2022
1400000US06037533601,Census Tract 5336.01; Los Angeles County; California,61644,2022
1400000US06037533602,Census Tract 5336.02; Los Angeles County; California,62767,2022
1400000US06037533603,Census Tract 5336.03; Los Angeles County; California,72552,2022
1400000US06037533701,Census Tract 5337.01; Los Angeles County; California,66102,2022
1400000US06037533702,Census Tract 5337.02; Los Angeles County; California,61575,2022
1400000US06037533703,Census Tract 5337.03; Los Angeles County; California,81055,2022
1400000US06037533803,Census Tract 5338.03; Los Angeles County; California,63524,2022
1400000US06037533804,Census Tract 5338.04; Los Angeles County; California,69165,2022
1400000US06037533805,Census Tract 5338.05; Los Angeles County; California,105017,2022
1400000US06037533806,Census Tract 5338.06; Los Angeles County; California,69945,2022
1400000US06037533901,Census Tract 5339.01; Los Angeles County; California,56939,2022
1400000US06037533902,Census Tract 5339.02; Los Angeles County; California,64247,2022
1400000US06037534001,Census Tract 5340.01; Los Angeles County; California,63338,2022
1400000US06037534002,Census Tract 5340.02; Los Angeles County; California,75964,2022
1400000US06037534101,Census Tract 5341.01; Los Angeles County; California,55058,2022
1400000US06037534102,Census Tract 5341.02; Los Angeles County; California,65321,2022
1400000US06037534201,Census Tract 5342.01; Los Angeles County; California,55366,2022
1400000US06037534202,Census Tract 5342.02; Los Angeles County; California,70189,2022
1400000US06037534203,Census Tract 5342.03; Los Angeles County; California,60671,2022
1400000US06037534301,Census Tract 5343.01; Los Angeles County; California,51113,2022
1400000US06037534302,Census Tract 5343.02; Los Angeles County; California,65408,2022
1400000US06037534403,Census Tract 5344.03; Los Angeles County; California,52464,2022
1400000US06037534404,Census Tract 5344.04; Los Angeles County; California,67117,2022
1400000US06037534405,Census Tract 5344.05; Los Angeles County; California,59196,2022
1400000US06037534406,Census Tract 5344.06; Los Angeles County; California,61400,2022
1400000US06037534501,Census Tract 5345.01; Los Angeles County; California,72683,2022
1400000US06037534502,Census Tract 5345.02; Los Angeles County; California,84119,2022
1400000US06037534700,Census Tract 5347; Los Angeles County; California,85452,2022
