GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),year
0500000US06037,"Los Angeles County, California",119875,2022
1400000US06037401602,Census Tract 4016.02; Los Angeles County; California,106528,2022
1400000US06037401705,Census Tract 4017.05; Los Angeles County; California,120040,2022
1400000US06037401706,Census Tract 4017.06; Los Angeles County; California,101517,2022
1400000US06037401707,Census Tract 4017.07; Los Angeles County; California,88501,2022
1400000US06037401801,Census Tract 4018.01; Los Angeles County; California,158668,2022
1400000US06037401802,Census Tract 4018.02; Los Angeles County; California,145308,2022
1400000US06037401901,Census Tract 4019.01; Los Angeles County; California,75935,2022
1400000US06037401902,Census Tract 4019.02; Los Angeles County; California,141252,2022
1400000US06037402001,Census Tract 4020.01; Los Angeles County; California,97264,2022
1400000US06037402002,Census Tract 4020.02; Los Angeles County; California,115284,2022
1400000US06037402101,Census Tract 4021.01; Los Angeles County; California,108053,2022
1400000US06037402102,Census Tract 4021.02; Los Angeles County; California,105784,2022
1400000US06037402200,Census Tract 4022; Los Angeles County; California,79423,2022
1400000US06037402301,Census Tract 4023.01; Los Angeles County; California,94016,2022
1400000US06037402303,Census Tract 4023.03; Los Angeles County; California,78737,2022
1400000US06037402304,Census Tract 4023.04; Los Angeles County; California,72226,2022
1400000US06037402403,Census Tract 4024.03; Los Angeles County; California,87037,2022
1400000US06037402404,Census Tract 4024.04; Los Angeles County; California,-,2022
1400000US06037402405,Census Tract 4024.05; Los Angeles County; California,94563,2022
1400000US06037402406,Census Tract 4024.06; Los Angeles County; California,85076,2022
1400000US06037402501,Census Tract 4025.01; Los Angeles County; California,65398,2022
1400000US06037402503,Census Tract 4025.03; Los Angeles County; California,69511,2022
1400000US06037402504,Census Tract 4025.04; Los Angeles County; California,53068,2022
1400000US06037402601,Census Tract 4026.01; Los Angeles County; California,84813,2022
1400000US06037402602,Census Tract 4026.02; Los Angeles County; California,114592,2022
1400000US06037402702,Census Tract 4027.02; Los Angeles County; California,61164,2022
1400000US06037402703,Census Tract 4027.03; Los Angeles County; California,81384,2022
1400000US06037402705,Census Tract 4027.05; Los Angeles County; California,94670,2022
1400000US06037402706,Census Tract 4027.06; Los Angeles County; California,102249,2022
1400000US06037402801,Census Tract 4028.01; Los Angeles County; California,68883,2022
1400000US06037402803,Census Tract 4028.03; Los Angeles County; California,94799,2022
1400000US06037402804,Census Tract 4028.04; Los Angeles County; California,72650,2022
1400000US06037402902,Census Tract 4029.02; Los Angeles County; California,74731,2022
1400000US06037402903,Census Tract 4029.03; Los Angeles County; California,85624,2022
1400000US06037402904,Census Tract 4029.04; Los Angeles County; California,94832,2022
1400000US06037403000,Census Tract 4030; Los Angeles County; California,89382,2022
1400000US06037403305,Census Tract 4033.05; Los Angeles County; California,134030,2022
1400000US06037403316,Census Tract 4033.16; Los Angeles County; California,118477,2022
1400000US06037403317,Census Tract 4033.17; Los Angeles County; California,131936,2022
1400000US06037403318,Census Tract 4033.18; Los Angeles County; California,129172,2022
1400000US06037403319,Census Tract 4033.19; Los Angeles County; California,108530,2022
1400000US06037403320,Census Tract 4033.20; Los Angeles County; California,181214,2022
1400000US06037403321,Census Tract 4033.21; Los Angeles County; California,128082,2022
1400000US06037403323,Census Tract 4033.23; Los Angeles County; California,106724,2022
1400000US06037403324,Census Tract 4033.24; Los Angeles County; California,160731,2022
1400000US06037403325,Census Tract 4033.25; Los Angeles County; California,146319,2022
1400000US06037403326,Census Tract 4033.26; Los Angeles County; California,129954,2022
1400000US06037403327,Census Tract 4033.27; Los Angeles County; California,138868,2022
1400000US06037403328,Census Tract 4033.28; Los Angeles County; California,120003,2022
1400000US06037403401,Census Tract 4034.01; Los Angeles County; California,128841,2022
1400000US06037403402,Census Tract 4034.02; Los Angeles County; California,133330,2022
1400000US06037403403,Census Tract 4034.03; Los Angeles County; California,199350,2022
1400000US06037403404,Census Tract 4034.04; Los Angeles County; California,134131,2022
1400000US06037403407,Census Tract 4034.07; Los Angeles County; California,159442,2022
1400000US06037403408,Census Tract 4034.08; Los Angeles County; California,139897,2022
1400000US06037403409,Census Tract 4034.09; Los Angeles County; California,152174,2022
1400000US06037403500,Census Tract 4035; Los Angeles County; California,154188,2022
1400000US06037403601,Census Tract 4036.01; Los Angeles County; California,117852,2022
1400000US06037403702,Census Tract 4037.02; Los Angeles County; California,112897,2022
1400000US06037403703,Census Tract 4037.03; Los Angeles County; California,166706,2022
1400000US06037403721,Census Tract 4037.21; Los Angeles County; California,95341,2022
1400000US06037403722,Census Tract 4037.22; Los Angeles County; California,85767,2022
1400000US06037403801,Census Tract 4038.01; Los Angeles County; California,121815,2022
1400000US06037403802,Census Tract 4038.02; Los Angeles County; California,120871,2022
1400000US06037403901,Census Tract 4039.01; Los Angeles County; California,125248,2022
1400000US06037403902,Census Tract 4039.02; Los Angeles County; California,115430,2022
1400000US06037404000,Census Tract 4040; Los Angeles County; California,112293,2022
1400000US06037404100,Census Tract 4041; Los Angeles County; California,82594,2022
1400000US06037404201,Census Tract 4042.01; Los Angeles County; California,84598,2022
1400000US06037404203,Census Tract 4042.03; Los Angeles County; California,91629,2022
1400000US06037404301,Census Tract 4043.01; Los Angeles County; California,86626,2022
1400000US06037404302,Census Tract 4043.02; Los Angeles County; California,83972,2022
1400000US06037404401,Census Tract 4044.01; Los Angeles County; California,94913,2022
1400000US06037404402,Census Tract 4044.02; Los Angeles County; California,101684,2022
1400000US06037404501,Census Tract 4045.01; Los Angeles County; California,68946,2022
1400000US06037404503,Census Tract 4045.03; Los Angeles County; California,94569,2022
1400000US06037404504,Census Tract 4045.04; Los Angeles County; California,73473,2022
1400000US06037404600,Census Tract 4046; Los Angeles County; California,120810,2022
1400000US06037404701,Census Tract 4047.01; Los Angeles County; California,92197,2022
1400000US06037404702,Census Tract 4047.02; Los Angeles County; California,84803,2022
1400000US06037404703,Census Tract 4047.03; Los Angeles County; California,99639,2022
1400000US06037404804,Census Tract 4048.04; Los Angeles County; California,93086,2022
1400000US06037404805,Census Tract 4048.05; Los Angeles County; California,81446,2022
1400000US06037404806,Census Tract 4048.06; Los Angeles County; California,85692,2022
1400000US06037404901,Census Tract 4049.01; Los Angeles County; California,102475,2022
1400000US06037404902,Census Tract 4049.02; Los Angeles County; California,96631,2022
1400000US06037404903,Census Tract 4049.03; Los Angeles County; California,92114,2022
1400000US06037405001,Census Tract 4050.01; Los Angeles County; California,87235,2022
1400000US06037405002,Census Tract 4050.02; Los Angeles County; California,90341,2022
1400000US06037405101,Census Tract 4051.01; Los Angeles County; California,76178,2022
1400000US06037405102,Census Tract 4051.02; Los Angeles County; California,82023,2022
1400000US06037405201,Census Tract 4052.01; Los Angeles County; California,80034,2022
1400000US06037405202,Census Tract 4052.02; Los Angeles County; California,87607,2022
1400000US06037405203,Census Tract 4052.03; Los Angeles County; California,98400,2022
1400000US06037405301,Census Tract 4053.01; Los Angeles County; California,109940,2022
1400000US06037405302,Census Tract 4053.02; Los Angeles County; California,105237,2022
1400000US06037405400,Census Tract 4054; Los Angeles County; California,130976,2022
1400000US06037405500,Census Tract 4055; Los Angeles County; California,104645,2022
1400000US06037405600,Census Tract 4056; Los Angeles County; California,117039,2022
1400000US06037405701,Census Tract 4057.01; Los Angeles County; California,93693,2022
1400000US06037405702,Census Tract 4057.02; Los Angeles County; California,99516,2022
1400000US06037405800,Census Tract 4058; Los Angeles County; California,101073,2022
1400000US06037405900,Census Tract 4059; Los Angeles County; California,104988,2022
1400000US06037406000,Census Tract 4060; Los Angeles County; California,117887,2022
1400000US06037406101,Census Tract 4061.01; Los Angeles County; California,114534,2022
1400000US06037406103,Census Tract 4061.03; Los Angeles County; California,110567,2022
1400000US06037406201,Census Tract 4062.01; Los Angeles County; California,77862,2022
1400000US06037406300,Census Tract 4063; Los Angeles County; California,154567,2022
1400000US06037406413,Census Tract 4064.13; Los Angeles County; California,134509,2022
1400000US06037406500,Census Tract 4065; Los Angeles County; California,113018,2022
1400000US06037406601,Census Tract 4066.01; Los Angeles County; California,135102,2022
1400000US06037406602,Census Tract 4066.02; Los Angeles County; California,108063,2022
1400000US06037406701,Census Tract 4067.01; Los Angeles County; California,116702,2022
1400000US06037406702,Census Tract 4067.02; Los Angeles County; California,117570,2022
1400000US06037406801,Census Tract 4068.01; Los Angeles County; California,108617,2022
1400000US06037406903,Census Tract 4069.03; Los Angeles County; California,109588,2022
1400000US06037407001,Census Tract 4070.01; Los Angeles County; California,111430,2022
1400000US06037407002,Census Tract 4070.02; Los Angeles County; California,102596,2022
1400000US06037407101,Census Tract 4071.01; Los Angeles County; California,85951,2022
1400000US06037407102,Census Tract 4071.02; Los Angeles County; California,101968,2022
1400000US06037407201,Census Tract 4072.01; Los Angeles County; California,103406,2022
1400000US06037407202,Census Tract 4072.02; Los Angeles County; California,129077,2022
1400000US06037407301,Census Tract 4073.01; Los Angeles County; California,89691,2022
1400000US06037407302,Census Tract 4073.02; Los Angeles County; California,97529,2022
1400000US06037407400,Census Tract 4074; Los Angeles County; California,123760,2022
1400000US06037407501,Census Tract 4075.01; Los Angeles County; California,77189,2022
1400000US06037407502,Census Tract 4075.02; Los Angeles County; California,144151,2022
1400000US06037407601,Census Tract 4076.01; Los Angeles County; California,84137,2022
1400000US06037407602,Census Tract 4076.02; Los Angeles County; California,96654,2022
1400000US06037407701,Census Tract 4077.01; Los Angeles County; California,85450,2022
1400000US06037407702,Census Tract 4077.02; Los Angeles County; California,98396,2022
1400000US06037407801,Census Tract 4078.01; Los Angeles County; California,133938,2022
1400000US06037407802,Census Tract 4078.02; Los Angeles County; California,117223,2022
1400000US06037407901,Census Tract 4079.01; Los Angeles County; California,117234,2022
1400000US06037407902,Census Tract 4079.02; Los Angeles County; California,95238,2022
1400000US06037408003,Census Tract 4080.03; Los Angeles County; California,116876,2022
1400000US06037408004,Census Tract 4080.04; Los Angeles County; California,102135,2022
1400000US06037408005,Census Tract 4080.05; Los Angeles County; California,144124,2022
1400000US06037408006,Census Tract 4080.06; Los Angeles County; California,107747,2022
1400000US06037408133,Census Tract 4081.33; Los Angeles County; California,107259,2022
1400000US06037408134,Census Tract 4081.34; Los Angeles County; California,124260,2022
1400000US06037408135,Census Tract 4081.35; Los Angeles County; California,101819,2022
1400000US06037408136,Census Tract 4081.36; Los Angeles County; California,115614,2022
1400000US06037408137,Census Tract 4081.37; Los Angeles County; California,83822,2022
1400000US06037408138,Census Tract 4081.38; Los Angeles County; California,75928,2022
1400000US06037408139,Census Tract 4081.39; Los Angeles County; California,102146,2022
1400000US06037408140,Census Tract 4081.40; Los Angeles County; California,89063,2022
1400000US06037408141,Census Tract 4081.41; Los Angeles County; California,97800,2022
1400000US06037408212,Census Tract 4082.12; Los Angeles County; California,106153,2022
1400000US06037408213,Census Tract 4082.13; Los Angeles County; California,99573,2022
1400000US06037408301,Census Tract 4083.01; Los Angeles County; California,90534,2022
1400000US06037408302,Census Tract 4083.02; Los Angeles County; California,109804,2022
1400000US06037408303,Census Tract 4083.03; Los Angeles County; California,139210,2022
1400000US06037408401,Census Tract 4084.01; Los Angeles County; California,102203,2022
1400000US06037408402,Census Tract 4084.02; Los Angeles County; California,121350,2022
1400000US06037408503,Census Tract 4085.03; Los Angeles County; California,156258,2022
1400000US06037408504,Census Tract 4085.04; Los Angeles County; California,137743,2022
1400000US06037408505,Census Tract 4085.05; Los Angeles County; California,150560,2022
1400000US06037408623,Census Tract 4086.23; Los Angeles County; California,102032,2022
1400000US06037408624,Census Tract 4086.24; Los Angeles County; California,129040,2022
1400000US06037408625,Census Tract 4086.25; Los Angeles County; California,135676,2022
1400000US06037408626,Census Tract 4086.26; Los Angeles County; California,114394,2022
1400000US06037408627,Census Tract 4086.27; Los Angeles County; California,131640,2022
1400000US06037408628,Census Tract 4086.28; Los Angeles County; California,98169,2022
1400000US06037408629,Census Tract 4086.29; Los Angeles County; California,133902,2022
1400000US06037408631,Census Tract 4086.31; Los Angeles County; California,109074,2022
1400000US06037408703,Census Tract 4087.03; Los Angeles County; California,176603,2022
1400000US06037408705,Census Tract 4087.05; Los Angeles County; California,93494,2022
1400000US06037408707,Census Tract 4087.07; Los Angeles County; California,139693,2022
1400000US06037408722,Census Tract 4087.22; Los Angeles County; California,124781,2022
1400000US06037408724,Census Tract 4087.24; Los Angeles County; California,71943,2022
1400000US06037408725,Census Tract 4087.25; Los Angeles County; California,88841,2022
1400000US06037408800,Census Tract 4088; Los Angeles County; California,70301,2022
1400000US06037408900,Census Tract 4089; Los Angeles County; California,139567,2022
1400000US06037409000,Census Tract 4090; Los Angeles County; California,83893,2022
1400000US06037409100,Census Tract 4091; Los Angeles County; California,115508,2022
1400000US06037430003,Census Tract 4300.03; Los Angeles County; California,137407,2022
1400000US06037430004,Census Tract 4300.04; Los Angeles County; California,98081,2022
1400000US06037430005,Census Tract 4300.05; Los Angeles County; California,124793,2022
1400000US06037430101,Census Tract 4301.01; Los Angeles County; California,90506,2022
1400000US06037430102,Census Tract 4301.02; Los Angeles County; California,105164,2022
1400000US06037430200,Census Tract 4302; Los Angeles County; California,217040,2022
1400000US06037430301,Census Tract 4303.01; Los Angeles County; California,176295,2022
1400000US06037430302,Census Tract 4303.02; Los Angeles County; California,142138,2022
1400000US06037430400,Census Tract 4304; Los Angeles County; California,259254,2022
1400000US06037430501,Census Tract 4305.01; Los Angeles County; California,190335,2022
1400000US06037430502,Census Tract 4305.02; Los Angeles County; California,166975,2022
1400000US06037430600,Census Tract 4306; Los Angeles County; California,164215,2022
1400000US06037430701,Census Tract 4307.01; Los Angeles County; California,144650,2022
1400000US06037430721,Census Tract 4307.21; Los Angeles County; California,121278,2022
1400000US06037430723,Census Tract 4307.23; Los Angeles County; California,101835,2022
1400000US06037430724,Census Tract 4307.24; Los Angeles County; California,111494,2022
1400000US06037430801,Census Tract 4308.01; Los Angeles County; California,116178,2022
1400000US06037430802,Census Tract 4308.02; Los Angeles County; California,162007,2022
1400000US06037430803,Census Tract 4308.03; Los Angeles County; California,142871,2022
1400000US06037430901,Census Tract 4309.01; Los Angeles County; California,103525,2022
1400000US06037430902,Census Tract 4309.02; Los Angeles County; California,104656,2022
1400000US06037431002,Census Tract 4310.02; Los Angeles County; California,130187,2022
1400000US06037431003,Census Tract 4310.03; Los Angeles County; California,96079,2022
1400000US06037431004,Census Tract 4310.04; Los Angeles County; California,102805,2022
1400000US06037431100,Census Tract 4311; Los Angeles County; California,118975,2022
1400000US06037431200,Census Tract 4312; Los Angeles County; California,102119,2022
1400000US06037431300,Census Tract 4313; Los Angeles County; California,120991,2022
1400000US06037431400,Census Tract 4314; Los Angeles County; California,113095,2022
1400000US06037431501,Census Tract 4315.01; Los Angeles County; California,86275,2022
1400000US06037431502,Census Tract 4315.02; Los Angeles County; California,132923,2022
1400000US06037431600,Census Tract 4316; Los Angeles County; California,151363,2022
1400000US06037431701,Census Tract 4317.01; Los Angeles County; California,149636,2022
1400000US06037431800,Census Tract 4318; Los Angeles County; California,105055,2022
1400000US06037431900,Census Tract 4319; Los Angeles County; California,125000,2022
1400000US06037432001,Census Tract 4320.01; Los Angeles County; California,113024,2022
1400000US06037432002,Census Tract 4320.02; Los Angeles County; California,103393,2022
1400000US06037432101,Census Tract 4321.01; Los Angeles County; California,124904,2022
1400000US06037432102,Census Tract 4321.02; Los Angeles County; California,151986,2022
1400000US06037432201,Census Tract 4322.01; Los Angeles County; California,105514,2022
1400000US06037432202,Census Tract 4322.02; Los Angeles County; California,103297,2022
1400000US06037432300,Census Tract 4323; Los Angeles County; California,82069,2022
1400000US06037432401,Census Tract 4324.01; Los Angeles County; California,79151,2022
1400000US06037432402,Census Tract 4324.02; Los Angeles County; California,68676,2022
1400000US06037432501,Census Tract 4325.01; Los Angeles County; California,126387,2022
1400000US06037432502,Census Tract 4325.02; Los Angeles County; California,133172,2022
1400000US06037432601,Census Tract 4326.01; Los Angeles County; California,79970,2022
1400000US06037432602,Census Tract 4326.02; Los Angeles County; California,87603,2022
1400000US06037432700,Census Tract 4327; Los Angeles County; California,73908,2022
1400000US06037432801,Census Tract 4328.01; Los Angeles County; California,76117,2022
1400000US06037432802,Census Tract 4328.02; Los Angeles County; California,71464,2022
1400000US06037432901,Census Tract 4329.01; Los Angeles County; California,81024,2022
1400000US06037432902,Census Tract 4329.02; Los Angeles County; California,98191,2022
1400000US06037433103,Census Tract 4331.03; Los Angeles County; California,81976,2022
1400000US06037433200,Census Tract 4332; Los Angeles County; California,82925,2022
1400000US06037433302,Census Tract 4333.02; Los Angeles County; California,118173,2022
1400000US06037433304,Census Tract 4333.04; Los Angeles County; California,74233,2022
1400000US06037433305,Census Tract 4333.05; Los Angeles County; California,64626,2022
1400000US06037433306,Census Tract 4333.06; Los Angeles County; California,69218,2022
1400000US06037433307,Census Tract 4333.07; Los Angeles County; California,93077,2022
1400000US06037433402,Census Tract 4334.02; Los Angeles County; California,92741,2022
1400000US06037433403,Census Tract 4334.03; Los Angeles County; California,65065,2022
1400000US06037433505,Census Tract 4335.05; Los Angeles County; California,80665,2022
1400000US06037433506,Census Tract 4335.06; Los Angeles County; California,61299,2022
1400000US06037433601,Census Tract 4336.01; Los Angeles County; California,77178,2022
1400000US06037433602,Census Tract 4336.02; Los Angeles County; California,84211,2022
1400000US06037433803,Census Tract 4338.03; Los Angeles County; California,91454,2022
1400000US06037433804,Census Tract 4338.04; Los Angeles County; California,73551,2022
1400000US06037433901,Census Tract 4339.01; Los Angeles County; California,68031,2022
1400000US06037433903,Census Tract 4339.03; Los Angeles County; California,67488,2022
1400000US06037434001,Census Tract 4340.01; Los Angeles County; California,65143,2022
1400000US06037434003,Census Tract 4340.03; Los Angeles County; California,84759,2022
1400000US06037434004,Census Tract 4340.04; Los Angeles County; California,109277,2022
1400000US06037434100,Census Tract 4341; Los Angeles County; California,76181,2022
1400000US06037460001,Census Tract 4600.01; Los Angeles County; California,310522,2022
1400000US06037460002,Census Tract 4600.02; Los Angeles County; California,202816,2022
1400000US06037460101,Census Tract 4601.01; Los Angeles County; California,229316,2022
1400000US06037460200,Census Tract 4602; Los Angeles County; California,149868,2022
1400000US06037460301,Census Tract 4603.01; Los Angeles County; California,191056,2022
1400000US06037460302,Census Tract 4603.02; Los Angeles County; California,107011,2022
1400000US06037460401,Census Tract 4604.01; Los Angeles County; California,133692,2022
1400000US06037460501,Census Tract 4605.01; Los Angeles County; California,294409,2022
1400000US06037460502,Census Tract 4605.02; Los Angeles County; California,316315,2022
1400000US06037460601,Census Tract 4606.01; Los Angeles County; California,227681,2022
1400000US06037460700,Census Tract 4607; Los Angeles County; California,345718,2022
1400000US06037460800,Census Tract 4608; Los Angeles County; California,348726,2022
1400000US06037460900,Census Tract 4609; Los Angeles County; California,113853,2022
1400000US06037461000,Census Tract 4610; Los Angeles County; California,137189,2022
1400000US06037461100,Census Tract 4611; Los Angeles County; California,142700,2022
1400000US06037461200,Census Tract 4612; Los Angeles County; California,196714,2022
1400000US06037461300,Census Tract 4613; Los Angeles County; California,168409,2022
1400000US06037461400,Census Tract 4614; Los Angeles County; California,117951,2022
1400000US06037461501,Census Tract 4615.01; Los Angeles County; California,128922,2022
1400000US06037461502,Census Tract 4615.02; Los Angeles County; California,112106,2022
1400000US06037461600,Census Tract 4616; Los Angeles County; California,98700,2022
1400000US06037461700,Census Tract 4617; Los Angeles County; California,188497,2022
1400000US06037461901,Census Tract 4619.01; Los Angeles County; California,82735,2022
1400000US06037461902,Census Tract 4619.02; Los Angeles County; California,104983,2022
1400000US06037462001,Census Tract 4620.01; Los Angeles County; California,98866,2022
1400000US06037462002,Census Tract 4620.02; Los Angeles County; California,73031,2022
1400000US06037462100,Census Tract 4621; Los Angeles County; California,120573,2022
1400000US06037462201,Census Tract 4622.01; Los Angeles County; California,80213,2022
1400000US06037462202,Census Tract 4622.02; Los Angeles County; California,141475,2022
1400000US06037462301,Census Tract 4623.01; Los Angeles County; California,88416,2022
1400000US06037462302,Census Tract 4623.02; Los Angeles County; California,91251,2022
1400000US06037462400,Census Tract 4624; Los Angeles County; California,139629,2022
1400000US06037462500,Census Tract 4625; Los Angeles County; California,153144,2022
1400000US06037462600,Census Tract 4626; Los Angeles County; California,204191,2022
1400000US06037462700,Census Tract 4627; Los Angeles County; California,124234,2022
1400000US06037462800,Census Tract 4628; Los Angeles County; California,123492,2022
1400000US06037462900,Census Tract 4629; Los Angeles County; California,156868,2022
1400000US06037463000,Census Tract 4630; Los Angeles County; California,170985,2022
1400000US06037463103,Census Tract 4631.03; Los Angeles County; California,143881,2022
1400000US06037463200,Census Tract 4632; Los Angeles County; California,131460,2022
1400000US06037463300,Census Tract 4633; Los Angeles County; California,195641,2022
1400000US06037463400,Census Tract 4634; Los Angeles County; California,180743,2022
1400000US06037463500,Census Tract 4635; Los Angeles County; California,134221,2022
1400000US06037463601,Census Tract 4636.01; Los Angeles County; California,111263,2022
1400000US06037463602,Census Tract 4636.02; Los Angeles County; California,145888,2022
1400000US06037463700,Census Tract 4637; Los Angeles County; California,228733,2022
1400000US06037463800,Census Tract 4638; Los Angeles County; California,272065,2022
1400000US06037463900,Census Tract 4639; Los Angeles County; California,181668,2022
1400000US06037464000,Census Tract 4640; Los Angeles County; California,223908,2022
1400000US06037464101,Census Tract 4641.01; Los Angeles County; California,225599,2022
1400000US06037464102,Census Tract 4641.02; Los Angeles County; California,364731,2022
1400000US06037464200,Census Tract 4642; Los Angeles County; California,215010,2022
1400000US06037480002,Census Tract 4800.02; Los Angeles County; California,176472,2022
1400000US06037480011,Census Tract 4800.11; Los Angeles County; California,95312,2022
1400000US06037480012,Census Tract 4800.12; Los Angeles County; California,125356,2022
1400000US06037480101,Census Tract 4801.01; Los Angeles County; California,137971,2022
1400000US06037480102,Census Tract 4801.02; Los Angeles County; California,122977,2022
1400000US06037480201,Census Tract 4802.01; Los Angeles County; California,190098,2022
1400000US06037480202,Census Tract 4802.02; Los Angeles County; California,158768,2022
1400000US06037480302,Census Tract 4803.02; Los Angeles County; California,137830,2022
1400000US06037480303,Census Tract 4803.03; Los Angeles County; California,94596,2022
1400000US06037480304,Census Tract 4803.04; Los Angeles County; California,110866,2022
1400000US06037480400,Census Tract 4804; Los Angeles County; California,113209,2022
1400000US06037480500,Census Tract 4805; Los Angeles County; California,196308,2022
1400000US06037480601,Census Tract 4806.01; Los Angeles County; California,139155,2022
1400000US06037480602,Census Tract 4806.02; Los Angeles County; California,173779,2022
1400000US06037480702,Census Tract 4807.02; Los Angeles County; California,195766,2022
1400000US06037480703,Census Tract 4807.03; Los Angeles County; California,202254,2022
1400000US06037480704,Census Tract 4807.04; Los Angeles County; California,130321,2022
1400000US06037480802,Census Tract 4808.02; Los Angeles County; California,135010,2022
1400000US06037480803,Census Tract 4808.03; Los Angeles County; California,117642,2022
1400000US06037480804,Census Tract 4808.04; Los Angeles County; California,103042,2022
1400000US06037480901,Census Tract 4809.01; Los Angeles County; California,91612,2022
1400000US06037480902,Census Tract 4809.02; Los Angeles County; California,70902,2022
1400000US06037480903,Census Tract 4809.03; Los Angeles County; California,95076,2022
1400000US06037481001,Census Tract 4810.01; Los Angeles County; California,95779,2022
1400000US06037481002,Census Tract 4810.02; Los Angeles County; California,87099,2022
1400000US06037481101,Census Tract 4811.01; Los Angeles County; California,99806,2022
1400000US06037481102,Census Tract 4811.02; Los Angeles County; California,88663,2022
1400000US06037481103,Census Tract 4811.03; Los Angeles County; California,96597,2022
1400000US06037481201,Census Tract 4812.01; Los Angeles County; California,89261,2022
1400000US06037481203,Census Tract 4812.03; Los Angeles County; California,100377,2022
1400000US06037481300,Census Tract 4813; Los Angeles County; California,99502,2022
1400000US06037481401,Census Tract 4814.01; Los Angeles County; California,95148,2022
1400000US06037481403,Census Tract 4814.03; Los Angeles County; California,86171,2022
1400000US06037481404,Census Tract 4814.04; Los Angeles County; California,108782,2022
1400000US06037481500,Census Tract 4815; Los Angeles County; California,103539,2022
1400000US06037481603,Census Tract 4816.03; Los Angeles County; California,87220,2022
1400000US06037481604,Census Tract 4816.04; Los Angeles County; California,93866,2022
1400000US06037481605,Census Tract 4816.05; Los Angeles County; California,95407,2022
1400000US06037481606,Census Tract 4816.06; Los Angeles County; California,83170,2022
1400000US06037481711,Census Tract 4817.11; Los Angeles County; California,63355,2022
1400000US06037481712,Census Tract 4817.12; Los Angeles County; California,71841,2022
1400000US06037481713,Census Tract 4817.13; Los Angeles County; California,105172,2022
1400000US06037481714,Census Tract 4817.14; Los Angeles County; California,111759,2022
1400000US06037481800,Census Tract 4818; Los Angeles County; California,126697,2022
1400000US06037481901,Census Tract 4819.01; Los Angeles County; California,125031,2022
1400000US06037481902,Census Tract 4819.02; Los Angeles County; California,98405,2022
1400000US06037482001,Census Tract 4820.01; Los Angeles County; California,140044,2022
1400000US06037482002,Census Tract 4820.02; Los Angeles County; California,126144,2022
1400000US06037482101,Census Tract 4821.01; Los Angeles County; California,109637,2022
1400000US06037482102,Census Tract 4821.02; Los Angeles County; California,125162,2022
1400000US06037482201,Census Tract 4822.01; Los Angeles County; California,91558,2022
1400000US06037482202,Census Tract 4822.02; Los Angeles County; California,80257,2022
1400000US06037482301,Census Tract 4823.01; Los Angeles County; California,96585,2022
1400000US06037482303,Census Tract 4823.03; Los Angeles County; California,90267,2022
1400000US06037482304,Census Tract 4823.04; Los Angeles County; California,69480,2022
1400000US06037482401,Census Tract 4824.01; Los Angeles County; California,81065,2022
1400000US06037482403,Census Tract 4824.03; Los Angeles County; California,65410,2022
1400000US06037482404,Census Tract 4824.04; Los Angeles County; California,106189,2022
1400000US06037482502,Census Tract 4825.02; Los Angeles County; California,74673,2022
1400000US06037482503,Census Tract 4825.03; Los Angeles County; California,96187,2022
1400000US06037482521,Census Tract 4825.21; Los Angeles County; California,93431,2022
1400000US06037482522,Census Tract 4825.22; Los Angeles County; California,94151,2022
1400000US06037482600,Census Tract 4826; Los Angeles County; California,130981,2022
1400000US06037482701,Census Tract 4827.01; Los Angeles County; California,89820,2022
1400000US06037482702,Census Tract 4827.02; Los Angeles County; California,125258,2022
1400000US06037482801,Census Tract 4828.01; Los Angeles County; California,114460,2022
1400000US06037500100,Census Tract 5001; Los Angeles County; California,231868,2022
1400000US06037500202,Census Tract 5002.02; Los Angeles County; California,166054,2022
1400000US06037500203,Census Tract 5002.03; Los Angeles County; California,142228,2022
1400000US06037500204,Census Tract 5002.04; Los Angeles County; California,194977,2022
1400000US06037500300,Census Tract 5003; Los Angeles County; California,124303,2022
1400000US06037500402,Census Tract 5004.02; Los Angeles County; California,103808,2022
1400000US06037500403,Census Tract 5004.03; Los Angeles County; California,122378,2022
1400000US06037500404,Census Tract 5004.04; Los Angeles County; California,105844,2022
1400000US06037500500,Census Tract 5005; Los Angeles County; California,96797,2022
1400000US06037500600,Census Tract 5006; Los Angeles County; California,98276,2022
1400000US06037500700,Census Tract 5007; Los Angeles County; California,104928,2022
1400000US06037500800,Census Tract 5008; Los Angeles County; California,117763,2022
1400000US06037500900,Census Tract 5009; Los Angeles County; California,97412,2022
1400000US06037501001,Census Tract 5010.01; Los Angeles County; California,93521,2022
1400000US06037501002,Census Tract 5010.02; Los Angeles County; California,124258,2022
1400000US06037501200,Census Tract 5012; Los Angeles County; California,105628,2022
1400000US06037501301,Census Tract 5013.01; Los Angeles County; California,108549,2022
1400000US06037501302,Census Tract 5013.02; Los Angeles County; California,132357,2022
1400000US06037501400,Census Tract 5014; Los Angeles County; California,82129,2022
1400000US06037501501,Census Tract 5015.01; Los Angeles County; California,135533,2022
1400000US06037501503,Census Tract 5015.03; Los Angeles County; California,86801,2022
1400000US06037501504,Census Tract 5015.04; Los Angeles County; California,77380,2022
1400000US06037501600,Census Tract 5016; Los Angeles County; California,120189,2022
